Number of prospects entering the Quiz Funnel,Cost per Prospect Entering the Quiz Funnel,Lead Conversion Rate,Sales per Lead,Break-even Product Price,Number of generated leads,Number of Sales,Initial Ad Investment,Revenue
18500,0.6,0.25,0.17,14.117647058823527,4625,786.25,11100,11099.999999999998
19000,0.6,0.25,0.17,14.117647058823527,4750,807.5000000000001,11400,11400
19500,0.6,0.25,0.17,14.117647058823527,4875,828.7500000000001,11700,11700
20000,0.6,0.25,0.17,14.117647058823527,5000,850.0000000000001,12000,12000
1000,0.7000000000000001,0.26,0.19,14.170040485829961,260,49.4,700.0000000000001,700.0000000000001
1500,0.7000000000000001,0.26,0.19,14.170040485829961,390,74.1,1050,1050
2000,0.7000000000000001,0.26,0.19,14.170040485829961,520,98.8,1400.0000000000002,1400.0000000000002
2500,0.7000000000000001,0.26,0.19,14.170040485829961,650,123.5,1750.0000000000002,1750.0000000000002
3000,0.7000000000000001,0.26,0.19,14.170040485829961,780,148.2,2100,2100
3500,0.7000000000000001,0.26,0.19,14.170040485829961,910,172.9,2450.0000000000005,2450.0000000000005
4000,0.7000000000000001,0.26,0.19,14.170040485829961,1040,197.6,2800.0000000000005,2800.0000000000005
4500,0.7000000000000001,0.26,0.19,14.170040485829961,1170,222.3,3150.0000000000005,3150.0000000000005
5000,0.7000000000000001,0.26,0.19,14.170040485829961,1300,247,3500.0000000000005,3500.0000000000005
5500,0.7000000000000001,0.26,0.19,14.170040485829961,1430,271.7,3850.0000000000005,3850.0000000000005
6000,0.7000000000000001,0.26,0.19,14.170040485829961,1560,296.4,4200,4200
6500,0.7000000000000001,0.26,0.19,14.170040485829961,1690,321.1,4550,4550.000000000001
7000,0.7000000000000001,0.26,0.19,14.170040485829961,1820,345.8,4900.000000000001,4900.000000000001
7500,0.7000000000000001,0.26,0.19,14.170040485829961,1950,370.5,5250.000000000001,5250.000000000001
8000,0.7000000000000001,0.26,0.19,14.170040485829961,2080,395.2,5600.000000000001,5600.000000000001
8500,0.7000000000000001,0.26,0.19,14.170040485829961,2210,419.9,5950.000000000001,5950
9000,0.7000000000000001,0.26,0.19,14.170040485829961,2340,444.6,6300.000000000001,6300.000000000001
9500,0.7000000000000001,0.26,0.19,14.170040485829961,2470,469.3,6650.000000000001,6650.000000000001
10000,0.7000000000000001,0.26,0.19,14.170040485829961,2600,494,7000.000000000001,7000.000000000001
10500,0.7000000000000001,0.26,0.19,14.170040485829961,2730,518.7,7350.000000000001,7350.000000000002
11000,0.7000000000000001,0.26,0.19,14.170040485829961,2860,543.4,7700.000000000001,7700.000000000001
11500,0.7000000000000001,0.26,0.19,14.170040485829961,2990,568.1,8050.000000000001,8050.000000000001
12000,0.7000000000000001,0.26,0.19,14.170040485829961,3120,592.8,8400,8400
12500,0.7000000000000001,0.26,0.19,14.170040485829961,3250,617.5,8750,8750.000000000002
13000,0.7000000000000001,0.26,0.19,14.170040485829961,3380,642.2,9100,9100.000000000002
13500,0.7000000000000001,0.26,0.19,14.170040485829961,3510,666.9,9450,9450
14000,0.7000000000000001,0.26,0.19,14.170040485829961,3640,691.6,9800.000000000002,9800.000000000002
14500,0.7000000000000001,0.26,0.19,14.170040485829961,3770,716.3,10150.000000000002,10150
15000,0.7000000000000001,0.26,0.19,14.170040485829961,3900,741,10500.000000000002,10500.000000000002
15500,0.7000000000000001,0.26,0.19,14.170040485829961,4030,765.7,10850.000000000002,10850.000000000002
16000,0.7000000000000001,0.26,0.19,14.170040485829961,4160,790.4,11200.000000000002,11200.000000000002
16500,0.7000000000000001,0.26,0.19,14.170040485829961,4290,815.1,11550.000000000002,11550.000000000002
17000,0.7000000000000001,0.26,0.19,14.170040485829961,4420,839.8,11900.000000000002,11900
17500,0.7000000000000001,0.26,0.19,14.170040485829961,4550,864.5,12250.000000000002,12250.000000000002
18000,0.7000000000000001,0.26,0.19,14.170040485829961,4680,889.2,12600.000000000002,12600.000000000002
18500,0.7000000000000001,0.26,0.19,14.170040485829961,4810,913.9,12950.000000000002,12950.000000000002
19000,0.7000000000000001,0.26,0.19,14.170040485829961,4940,938.6,13300.000000000002,13300.000000000002
19500,0.7000000000000001,0.26,0.19,14.170040485829961,5070,963.3,13650.000000000002,13650.000000000002
20000,0.7000000000000001,0.26,0.19,14.170040485829961,5200,988,14000.000000000002,14000.000000000002
1000,0.7000000000000001,0.29000000000000004,0.17,14.198782961460445,290.00000000000006,49.30000000000001,700.0000000000001,700.0000000000001
1500,0.7000000000000001,0.29000000000000004,0.17,14.198782961460445,435.00000000000006,73.95000000000002,1050,1050.0000000000002
2000,0.7000000000000001,0.29000000000000004,0.17,14.198782961460445,580.0000000000001,98.60000000000002,1400.0000000000002,1400.0000000000002
2500,0.7000000000000001,0.29000000000000004,0.17,14.198782961460445,725.0000000000001,123.25000000000003,1750.0000000000002,1750.0000000000002
3000,0.7000000000000001,0.29000000000000004,0.17,14.198782961460445,870.0000000000001,147.90000000000003,2100,2100.0000000000005
3500,0.7000000000000001,0.29000000000000004,0.17,14.198782961460445,1015.0000000000001,172.55000000000004,2450.0000000000005,2450.0000000000005
4000,0.7000000000000001,0.29000000000000004,0.17,14.198782961460445,1160.0000000000002,197.20000000000005,2800.0000000000005,2800.0000000000005
4500,0.7000000000000001,0.29000000000000004,0.17,14.198782961460445,1305.0000000000002,221.85000000000005,3150.0000000000005,3150.0000000000005
5000,0.7000000000000001,0.29000000000000004,0.17,14.198782961460445,1450.0000000000002,246.50000000000006,3500.0000000000005,3500.0000000000005
5500,0.7000000000000001,0.29000000000000004,0.17,14.198782961460445,1595.0000000000002,271.15000000000003,3850.0000000000005,3850
6000,0.7000000000000001,0.29000000000000004,0.17,14.198782961460445,1740.0000000000002,295.80000000000007,4200,4200.000000000001
6500,0.7000000000000001,0.29000000000000004,0.17,14.198782961460445,1885.0000000000002,320.45000000000005,4550,4550
7000,0.7000000000000001,0.29000000000000004,0.17,14.198782961460445,2030.0000000000002,345.1000000000001,4900.000000000001,4900.000000000001
7500,0.7000000000000001,0.29000000000000004,0.17,14.198782961460445,2175.0000000000005,369.7500000000001,5250.000000000001,5250.000000000001
8000,0.7000000000000001,0.29000000000000004,0.17,14.198782961460445,2320.0000000000005,394.4000000000001,5600.000000000001,5600.000000000001
8500,0.7000000000000001,0.29000000000000004,0.17,14.198782961460445,2465.0000000000005,419.0500000000001,5950.000000000001,5950.000000000001
9000,0.7000000000000001,0.29000000000000004,0.17,14.198782961460445,2610.0000000000005,443.7000000000001,6300.000000000001,6300.000000000001
9500,0.7000000000000001,0.29000000000000004,0.17,14.198782961460445,2755.0000000000005,468.35000000000014,6650.000000000001,6650.000000000002
10000,0.7000000000000001,0.29000000000000004,0.17,14.198782961460445,2900.0000000000005,493.0000000000001,7000.000000000001,7000.000000000001
10500,0.7000000000000001,0.29000000000000004,0.17,14.198782961460445,3045.0000000000005,517.6500000000001,7350.000000000001,7350.000000000001
11000,0.7000000000000001,0.29000000000000004,0.17,14.198782961460445,3190.0000000000005,542.3000000000001,7700.000000000001,7700
11500,0.7000000000000001,0.29000000000000004,0.17,14.198782961460445,3335.0000000000005,566.9500000000002,8050.000000000001,8050.000000000002
12000,0.7000000000000001,0.29000000000000004,0.17,14.198782961460445,3480.0000000000005,591.6000000000001,8400,8400.000000000002
12500,0.7000000000000001,0.29000000000000004,0.17,14.198782961460445,3625.0000000000005,616.2500000000001,8750,8750
13000,0.7000000000000001,0.29000000000000004,0.17,14.198782961460445,3770.0000000000005,640.9000000000001,9100,9100
13500,0.7000000000000001,0.29000000000000004,0.17,14.198782961460445,3915.0000000000005,665.5500000000002,9450,9450.000000000002
14000,0.7000000000000001,0.29000000000000004,0.17,14.198782961460445,4060.0000000000005,690.2000000000002,9800.000000000002,9800.000000000002
14500,0.7000000000000001,0.29000000000000004,0.17,14.198782961460445,4205.000000000001,714.8500000000003,10150.000000000002,10150.000000000002
15000,0.7000000000000001,0.29000000000000004,0.17,14.198782961460445,4350.000000000001,739.5000000000002,10500.000000000002,10500.000000000002
15500,0.7000000000000001,0.29000000000000004,0.17,14.198782961460445,4495.000000000001,764.1500000000002,10850.000000000002,10850.000000000002
16000,0.7000000000000001,0.29000000000000004,0.17,14.198782961460445,4640.000000000001,788.8000000000002,11200.000000000002,11200.000000000002
16500,0.7000000000000001,0.29000000000000004,0.17,14.198782961460445,4785.000000000001,813.4500000000002,11550.000000000002,11550.000000000002
17000,0.7000000000000001,0.29000000000000004,0.17,14.198782961460445,4930.000000000001,838.1000000000003,11900.000000000002,11900.000000000002
17500,0.7000000000000001,0.29000000000000004,0.17,14.198782961460445,5075.000000000001,862.7500000000002,12250.000000000002,12250.000000000002
18000,0.7000000000000001,0.29000000000000004,0.17,14.198782961460445,5220.000000000001,887.4000000000002,12600.000000000002,12600.000000000002
18500,0.7000000000000001,0.29000000000000004,0.17,14.198782961460445,5365.000000000001,912.0500000000002,12950.000000000002,12950.000000000002
19000,0.7000000000000001,0.29000000000000004,0.17,14.198782961460445,5510.000000000001,936.7000000000003,13300.000000000002,13300.000000000004
19500,0.7000000000000001,0.29000000000000004,0.17,14.198782961460445,5655.000000000001,961.3500000000003,13650.000000000002,13650.000000000002
20000,0.7000000000000001,0.29000000000000004,0.17,14.198782961460445,5800.000000000001,986.0000000000002,14000.000000000002,14000.000000000002
1000,0.5,0.22,0.16,14.204545454545453,220,35.2,500,500
1500,0.5,0.22,0.16,14.204545454545453,330,52.800000000000004,750,750
2000,0.5,0.22,0.16,14.204545454545453,440,70.4,1000,1000
2500,0.5,0.22,0.16,14.204545454545453,550,88,1250,1250
3000,0.5,0.22,0.16,14.204545454545453,660,105.60000000000001,1500,1500
3500,0.5,0.22,0.16,14.204545454545453,770,123.2,1750,1749.9999999999998
4000,0.5,0.22,0.16,14.204545454545453,880,140.8,2000,2000
4500,0.5,0.22,0.16,14.204545454545453,990,158.4,2250,2250
5000,0.5,0.22,0.16,14.204545454545453,1100,176,2500,2500
5500,0.5,0.22,0.16,14.204545454545453,1210,193.6,2750,2749.9999999999995
6000,0.5,0.22,0.16,14.204545454545453,1320,211.20000000000002,3000,3000
6500,0.5,0.22,0.16,14.204545454545453,1430,228.8,3250,3250
7000,0.5,0.22,0.16,14.204545454545453,1540,246.4,3500,3499.9999999999995
7500,0.5,0.22,0.16,14.204545454545453,1650,264,3750,3749.9999999999995
8000,0.5,0.22,0.16,14.204545454545453,1760,281.6,4000,4000
8500,0.5,0.22,0.16,14.204545454545453,1870,299.2,4250,4249.999999999999
9000,0.5,0.22,0.16,14.204545454545453,1980,316.8,4500,4500
9500,0.5,0.22,0.16,14.204545454545453,2090,334.40000000000003,4750,4750
10000,0.5,0.22,0.16,14.204545454545453,2200,352,5000,5000
10500,0.5,0.22,0.16,14.204545454545453,2310,369.6,5250,5250
11000,0.5,0.22,0.16,14.204545454545453,2420,387.2,5500,5499.999999999999
11500,0.5,0.22,0.16,14.204545454545453,2530,404.8,5750,5750
12000,0.5,0.22,0.16,14.204545454545453,2640,422.40000000000003,6000,6000
12500,0.5,0.22,0.16,14.204545454545453,2750,440,6250,6249.999999999999
13000,0.5,0.22,0.16,14.204545454545453,2860,457.6,6500,6500
13500,0.5,0.22,0.16,14.204545454545453,2970,475.2,6750,6749.999999999999
14000,0.5,0.22,0.16,14.204545454545453,3080,492.8,7000,6999.999999999999
14500,0.5,0.22,0.16,14.204545454545453,3190,510.40000000000003,7250,7250
15000,0.5,0.22,0.16,14.204545454545453,3300,528,7500,7499.999999999999
15500,0.5,0.22,0.16,14.204545454545453,3410,545.6,7750,7750
16000,0.5,0.22,0.16,14.204545454545453,3520,563.2,8000,8000
16500,0.5,0.22,0.16,14.204545454545453,3630,580.8000000000001,8250,8250
17000,0.5,0.22,0.16,14.204545454545453,3740,598.4,8500,8499.999999999998
17500,0.5,0.22,0.16,14.204545454545453,3850,616,8750,8750
18000,0.5,0.22,0.16,14.204545454545453,3960,633.6,9000,9000
18500,0.5,0.22,0.16,14.204545454545453,4070,651.2,9250,9250
19000,0.5,0.22,0.16,14.204545454545453,4180,668.8000000000001,9500,9500
19500,0.5,0.22,0.16,14.204545454545453,4290,686.4,9750,9749.999999999998
20000,0.5,0.22,0.16,14.204545454545453,4400,704,10000,10000
1000,0.5,0.27,0.13,14.245014245014243,270,35.1,500,499.99999999999994
1500,0.5,0.27,0.13,14.245014245014243,405,52.65,750,749.9999999999999
2000,0.5,0.27,0.13,14.245014245014243,540,70.2,1000,999.9999999999999
2500,0.5,0.27,0.13,14.245014245014243,675,87.75,1250,1249.9999999999998
3000,0.5,0.27,0.13,14.245014245014243,810,105.3,1500,1499.9999999999998
3500,0.5,0.27,0.13,14.245014245014243,945.0000000000001,122.85000000000002,1750,1750
4000,0.5,0.27,0.13,14.245014245014243,1080,140.4,2000,1999.9999999999998
4500,0.5,0.27,0.13,14.245014245014243,1215,157.95000000000002,2250,2250
5000,0.5,0.27,0.13,14.245014245014243,1350,175.5,2500,2499.9999999999995
5500,0.5,0.27,0.13,14.245014245014243,1485,193.05,2750,2749.9999999999995
6000,0.5,0.27,0.13,14.245014245014243,1620,210.6,3000,2999.9999999999995
6500,0.5,0.27,0.13,14.245014245014243,1755.0000000000002,228.15000000000003,3250,3250
7000,0.5,0.27,0.13,14.245014245014243,1890.0000000000002,245.70000000000005,3500,3500
7500,0.5,0.27,0.13,14.245014245014243,2025.0000000000002,263.25000000000006,3750,3750.0000000000005
8000,0.5,0.27,0.13,14.245014245014243,2160,280.8,4000,3999.9999999999995
8500,0.5,0.27,0.13,14.245014245014243,2295,298.35,4250,4250
9000,0.5,0.27,0.13,14.245014245014243,2430,315.90000000000003,4500,4500
9500,0.5,0.27,0.13,14.245014245014243,2565,333.45,4750,4749.999999999999
10000,0.5,0.27,0.13,14.245014245014243,2700,351,5000,4999.999999999999
10500,0.5,0.27,0.13,14.245014245014243,2835,368.55,5250,5249.999999999999
11000,0.5,0.27,0.13,14.245014245014243,2970,386.1,5500,5499.999999999999
11500,0.5,0.27,0.13,14.245014245014243,3105,403.65000000000003,5750,5750
12000,0.5,0.27,0.13,14.245014245014243,3240,421.2,6000,5999.999999999999
12500,0.5,0.27,0.13,14.245014245014243,3375,438.75,6250,6249.999999999999
13000,0.5,0.27,0.13,14.245014245014243,3510.0000000000005,456.30000000000007,6500,6500
13500,0.5,0.27,0.13,14.245014245014243,3645.0000000000005,473.8500000000001,6750,6750
14000,0.5,0.27,0.13,14.245014245014243,3780.0000000000005,491.4000000000001,7000,7000
14500,0.5,0.27,0.13,14.245014245014243,3915.0000000000005,508.9500000000001,7250,7250
15000,0.5,0.27,0.13,14.245014245014243,4050.0000000000005,526.5000000000001,7500,7500.000000000001
15500,0.5,0.27,0.13,14.245014245014243,4185,544.0500000000001,7750,7750
16000,0.5,0.27,0.13,14.245014245014243,4320,561.6,8000,7999.999999999999
16500,0.5,0.27,0.13,14.245014245014243,4455,579.15,8250,8249.999999999998
17000,0.5,0.27,0.13,14.245014245014243,4590,596.7,8500,8500
17500,0.5,0.27,0.13,14.245014245014243,4725,614.25,8750,8749.999999999998
18000,0.5,0.27,0.13,14.245014245014243,4860,631.8000000000001,9000,9000
18500,0.5,0.27,0.13,14.245014245014243,4995,649.35,9250,9249.999999999998
19000,0.5,0.27,0.13,14.245014245014243,5130,666.9,9500,9499.999999999998
19500,0.5,0.27,0.13,14.245014245014243,5265,684.45,9750,9750
20000,0.5,0.27,0.13,14.245014245014243,5400,702,10000,9999.999999999998
1000,0.6,0.21000000000000002,0.2,14.285714285714281,210.00000000000003,42.00000000000001,600,599.9999999999999
1000,0.6,0.28,0.15000000000000002,14.285714285714281,280,42.00000000000001,600,599.9999999999999
1500,0.6,0.21000000000000002,0.2,14.285714285714281,315.00000000000006,63.000000000000014,900,899.9999999999999
1500,0.6,0.28,0.15000000000000002,14.285714285714281,420.00000000000006,63.00000000000002,900,900
2000,0.6,0.21000000000000002,0.2,14.285714285714281,420.00000000000006,84.00000000000001,1200,1199.9999999999998
2000,0.6,0.28,0.15000000000000002,14.285714285714281,560,84.00000000000001,1200,1199.9999999999998
2500,0.6,0.21000000000000002,0.2,14.285714285714281,525,105,1500,1499.9999999999995
2500,0.6,0.28,0.15000000000000002,14.285714285714281,700.0000000000001,105.00000000000003,1500,1500
3000,0.6,0.21000000000000002,0.2,14.285714285714281,630.0000000000001,126.00000000000003,1800,1799.9999999999998
3000,0.6,0.28,0.15000000000000002,14.285714285714281,840.0000000000001,126.00000000000004,1800,1800
3500,0.6,0.21000000000000002,0.2,14.285714285714281,735.0000000000001,147.00000000000003,2100,2099.9999999999995
3500,0.6,0.28,0.15000000000000002,14.285714285714281,980.0000000000001,147.00000000000003,2100,2099.9999999999995
4000,0.6,0.21000000000000002,0.2,14.285714285714281,840.0000000000001,168.00000000000003,2400,2399.9999999999995
4000,0.6,0.28,0.15000000000000002,14.285714285714281,1120,168.00000000000003,2400,2399.9999999999995
4500,0.6,0.21000000000000002,0.2,14.285714285714281,945.0000000000001,189.00000000000003,2700,2699.9999999999995
4500,0.6,0.28,0.15000000000000002,14.285714285714281,1260.0000000000002,189.00000000000006,2700,2700
5000,0.6,0.21000000000000002,0.2,14.285714285714281,1050,210,3000,2999.999999999999
5000,0.6,0.28,0.15000000000000002,14.285714285714281,1400.0000000000002,210.00000000000006,3000,3000
5500,0.6,0.21000000000000002,0.2,14.285714285714281,1155,231,3300,3299.999999999999
5500,0.6,0.28,0.15000000000000002,14.285714285714281,1540.0000000000002,231.00000000000006,3300,3299.9999999999995
6000,0.6,0.21000000000000002,0.2,14.285714285714281,1260.0000000000002,252.00000000000006,3600,3599.9999999999995
6000,0.6,0.28,0.15000000000000002,14.285714285714281,1680.0000000000002,252.00000000000009,3600,3600
6500,0.6,0.21000000000000002,0.2,14.285714285714281,1365.0000000000002,273.00000000000006,3900,3899.9999999999995
6500,0.6,0.28,0.15000000000000002,14.285714285714281,1820.0000000000002,273.00000000000006,3900,3899.9999999999995
7000,0.6,0.21000000000000002,0.2,14.285714285714281,1470.0000000000002,294.00000000000006,4200,4199.999999999999
7000,0.6,0.28,0.15000000000000002,14.285714285714281,1960.0000000000002,294.00000000000006,4200,4199.999999999999
7500,0.6,0.21000000000000002,0.2,14.285714285714281,1575.0000000000002,315.00000000000006,4500,4499.999999999999
7500,0.6,0.28,0.15000000000000002,14.285714285714281,2100,315.00000000000006,4500,4499.999999999999
8000,0.6,0.21000000000000002,0.2,14.285714285714281,1680.0000000000002,336.00000000000006,4800,4799.999999999999
8000,0.6,0.28,0.15000000000000002,14.285714285714281,2240,336.00000000000006,4800,4799.999999999999
8500,0.6,0.21000000000000002,0.2,14.285714285714281,1785.0000000000002,357.00000000000006,5100,5099.999999999999
8500,0.6,0.28,0.15000000000000002,14.285714285714281,2380,357.00000000000006,5100,5099.999999999999
9000,0.6,0.21000000000000002,0.2,14.285714285714281,1890.0000000000002,378.00000000000006,5400,5399.999999999999
9000,0.6,0.28,0.15000000000000002,14.285714285714281,2520.0000000000005,378.0000000000001,5400,5400
9500,0.6,0.21000000000000002,0.2,14.285714285714281,1995.0000000000002,399.00000000000006,5700,5699.999999999999
9500,0.6,0.28,0.15000000000000002,14.285714285714281,2660.0000000000005,399.0000000000001,5700,5700
10000,0.6,0.21000000000000002,0.2,14.285714285714281,2100,420,6000,5999.999999999998
10000,0.6,0.28,0.15000000000000002,14.285714285714281,2800.0000000000005,420.0000000000001,6000,6000
10500,0.6,0.21000000000000002,0.2,14.285714285714281,2205,441,6300,6299.999999999998
10500,0.6,0.28,0.15000000000000002,14.285714285714281,2940.0000000000005,441.0000000000001,6300,6300
11000,0.6,0.21000000000000002,0.2,14.285714285714281,2310,462,6600,6599.999999999998
11000,0.6,0.28,0.15000000000000002,14.285714285714281,3080.0000000000005,462.0000000000001,6600,6599.999999999999
11500,0.6,0.21000000000000002,0.2,14.285714285714281,2415.0000000000005,483.0000000000001,6900,6899.999999999999
11500,0.6,0.28,0.15000000000000002,14.285714285714281,3220.0000000000005,483.0000000000001,6900,6899.999999999999
12000,0.6,0.21000000000000002,0.2,14.285714285714281,2520.0000000000005,504.0000000000001,7200,7199.999999999999
12000,0.6,0.28,0.15000000000000002,14.285714285714281,3360.0000000000005,504.00000000000017,7200,7200
12500,0.6,0.21000000000000002,0.2,14.285714285714281,2625.0000000000005,525.0000000000001,7500,7499.999999999999
12500,0.6,0.28,0.15000000000000002,14.285714285714281,3500.0000000000005,525.0000000000001,7500,7499.999999999999
13000,0.6,0.21000000000000002,0.2,14.285714285714281,2730.0000000000005,546.0000000000001,7800,7799.999999999999
13000,0.6,0.28,0.15000000000000002,14.285714285714281,3640.0000000000005,546.0000000000001,7800,7799.999999999999
13500,0.6,0.21000000000000002,0.2,14.285714285714281,2835.0000000000005,567.0000000000001,8100,8099.999999999999
13500,0.6,0.28,0.15000000000000002,14.285714285714281,3780.0000000000005,567.0000000000001,8100,8099.999999999999
14000,0.6,0.21000000000000002,0.2,14.285714285714281,2940.0000000000005,588.0000000000001,8400,8399.999999999998
14000,0.6,0.28,0.15000000000000002,14.285714285714281,3920.0000000000005,588.0000000000001,8400,8399.999999999998
14500,0.6,0.21000000000000002,0.2,14.285714285714281,3045.0000000000005,609.0000000000001,8700,8699.999999999998
14500,0.6,0.28,0.15000000000000002,14.285714285714281,4060.0000000000005,609.0000000000001,8700,8699.999999999998
15000,0.6,0.21000000000000002,0.2,14.285714285714281,3150.0000000000005,630.0000000000001,9000,8999.999999999998
15000,0.6,0.28,0.15000000000000002,14.285714285714281,4200,630.0000000000001,9000,8999.999999999998
15500,0.6,0.21000000000000002,0.2,14.285714285714281,3255.0000000000005,651.0000000000001,9300,9299.999999999998
15500,0.6,0.28,0.15000000000000002,14.285714285714281,4340,651.0000000000001,9300,9299.999999999998
16000,0.6,0.21000000000000002,0.2,14.285714285714281,3360.0000000000005,672.0000000000001,9600,9599.999999999998
16000,0.6,0.28,0.15000000000000002,14.285714285714281,4480,672.0000000000001,9600,9599.999999999998
16500,0.6,0.21000000000000002,0.2,14.285714285714281,3465.0000000000005,693.0000000000001,9900,9899.999999999998
16500,0.6,0.28,0.15000000000000002,14.285714285714281,4620,693.0000000000001,9900,9899.999999999998
17000,0.6,0.21000000000000002,0.2,14.285714285714281,3570.0000000000005,714.0000000000001,10200,10199.999999999998
17000,0.6,0.28,0.15000000000000002,14.285714285714281,4760,714.0000000000001,10200,10199.999999999998
17500,0.6,0.21000000000000002,0.2,14.285714285714281,3675.0000000000005,735.0000000000001,10500,10499.999999999998
17500,0.6,0.28,0.15000000000000002,14.285714285714281,4900.000000000001,735.0000000000002,10500,10500
18000,0.6,0.21000000000000002,0.2,14.285714285714281,3780.0000000000005,756.0000000000001,10800,10799.999999999998
18000,0.6,0.28,0.15000000000000002,14.285714285714281,5040.000000000001,756.0000000000002,10800,10800
18500,0.6,0.21000000000000002,0.2,14.285714285714281,3885.0000000000005,777.0000000000001,11100,11099.999999999998
18500,0.6,0.28,0.15000000000000002,14.285714285714281,5180.000000000001,777.0000000000002,11100,11100
19000,0.6,0.21000000000000002,0.2,14.285714285714281,3990.0000000000005,798.0000000000001,11400,11399.999999999998
19000,0.6,0.28,0.15000000000000002,14.285714285714281,5320.000000000001,798.0000000000002,11400,11400
19500,0.6,0.21000000000000002,0.2,14.285714285714281,4095.0000000000005,819.0000000000001,11700,11699.999999999998
19500,0.6,0.28,0.15000000000000002,14.285714285714281,5460.000000000001,819.0000000000002,11700,11700
20000,0.6,0.21000000000000002,0.2,14.285714285714281,4200,840,12000,11999.999999999996
20000,0.6,0.28,0.15000000000000002,14.285714285714281,5600.000000000001,840.0000000000002,12000,12000
1000,0.4,0.14,0.2,14.285714285714285,140,28,400,400
1000,0.4,0.2,0.14,14.285714285714285,200,28.000000000000004,400,400
1000,0.5,0.25,0.14,14.285714285714285,250,35,500,499.99999999999994
1000,0.6,0.3,0.14,14.285714285714285,300,42.00000000000001,600,600.0000000000001
1000,0.8,0.28,0.2,14.285714285714285,280,56,800,800
1500,0.4,0.14,0.2,14.285714285714285,210.00000000000003,42.00000000000001,600,600.0000000000001
1500,0.4,0.2,0.14,14.285714285714285,300,42.00000000000001,600,600.0000000000001
1500,0.5,0.25,0.14,14.285714285714285,375,52.50000000000001,750,750
1500,0.6,0.3,0.14,14.285714285714285,450,63.00000000000001,900,900
1500,0.8,0.28,0.2,14.285714285714285,420.00000000000006,84.00000000000001,1200,1200.0000000000002
2000,0.4,0.14,0.2,14.285714285714285,280,56,800,800
2000,0.4,0.2,0.14,14.285714285714285,400,56.00000000000001,800,800
2000,0.5,0.25,0.14,14.285714285714285,500,70,1000,999.9999999999999
2000,0.6,0.3,0.14,14.285714285714285,600,84.00000000000001,1200,1200.0000000000002
2000,0.8,0.28,0.2,14.285714285714285,560,112,1600,1600
2500,0.4,0.14,0.2,14.285714285714285,350.00000000000006,70.00000000000001,1000,1000.0000000000001
2500,0.4,0.2,0.14,14.285714285714285,500,70,1000,999.9999999999999
2500,0.5,0.25,0.14,14.285714285714285,625,87.50000000000001,1250,1250.0000000000002
2500,0.6,0.3,0.14,14.285714285714285,750,105.00000000000001,1500,1500
2500,0.8,0.28,0.2,14.285714285714285,700.0000000000001,140.00000000000003,2000,2000.0000000000002
3000,0.4,0.14,0.2,14.285714285714285,420.00000000000006,84.00000000000001,1200,1200.0000000000002
3000,0.4,0.2,0.14,14.285714285714285,600,84.00000000000001,1200,1200.0000000000002
3000,0.5,0.25,0.14,14.285714285714285,750,105.00000000000001,1500,1500
3000,0.6,0.3,0.14,14.285714285714285,900,126.00000000000001,1800,1800
3000,0.8,0.28,0.2,14.285714285714285,840.0000000000001,168.00000000000003,2400,2400.0000000000005
3500,0.4,0.14,0.2,14.285714285714285,490.00000000000006,98.00000000000001,1400,1400
3500,0.4,0.2,0.14,14.285714285714285,700,98.00000000000001,1400,1400
3500,0.5,0.25,0.14,14.285714285714285,875,122.50000000000001,1750,1750
3500,0.6,0.3,0.14,14.285714285714285,1050,147,2100,2100
3500,0.8,0.28,0.2,14.285714285714285,980.0000000000001,196.00000000000003,2800,2800
4000,0.4,0.14,0.2,14.285714285714285,560,112,1600,1600
4000,0.4,0.2,0.14,14.285714285714285,800,112.00000000000001,1600,1600
4000,0.5,0.25,0.14,14.285714285714285,1000,140,2000,1999.9999999999998
4000,0.6,0.3,0.14,14.285714285714285,1200,168.00000000000003,2400,2400.0000000000005
4000,0.8,0.28,0.2,14.285714285714285,1120,224,3200,3200
4500,0.4,0.14,0.2,14.285714285714285,630.0000000000001,126.00000000000003,1800,1800.0000000000002
4500,0.4,0.2,0.14,14.285714285714285,900,126.00000000000001,1800,1800
4500,0.5,0.25,0.14,14.285714285714285,1125,157.50000000000003,2250,2250.0000000000005
4500,0.6,0.3,0.14,14.285714285714285,1350,189.00000000000003,2700,2700
4500,0.8,0.28,0.2,14.285714285714285,1260.0000000000002,252.00000000000006,3600,3600.0000000000005
5000,0.4,0.14,0.2,14.285714285714285,700.0000000000001,140.00000000000003,2000,2000.0000000000002
5000,0.4,0.2,0.14,14.285714285714285,1000,140,2000,1999.9999999999998
5000,0.5,0.25,0.14,14.285714285714285,1250,175.00000000000003,2500,2500.0000000000005
5000,0.6,0.3,0.14,14.285714285714285,1500,210.00000000000003,3000,3000
5000,0.8,0.28,0.2,14.285714285714285,1400.0000000000002,280.00000000000006,4000,4000.0000000000005
5500,0.4,0.14,0.2,14.285714285714285,770.0000000000001,154.00000000000003,2200,2200.0000000000005
5500,0.4,0.2,0.14,14.285714285714285,1100,154.00000000000003,2200,2200.0000000000005
5500,0.5,0.25,0.14,14.285714285714285,1375,192.50000000000003,2750,2750
5500,0.6,0.3,0.14,14.285714285714285,1650,231.00000000000003,3300,3300
